"","Filename","jar","run","day","S","TA_mmolL","fragment_ID"
"1","Alkalinity_preT7_5_01_08_19_09_26_13","1","1","8",35.4,2.59834962214265,"PveF1_AcyB1_PruD1"
"2","Alkalinity_preT7_5_01_08_19_09_34_08","2","1","8",35.4,2.61649528221561,"PveA1_AcyD1_PruE2"
"3","Alkalinity_preT7_5_01_08_19_09_41_01","3","1","8",35.4,2.60589245778477,"PveB1_AcyA1_PruA1"
"4","Alkalinity_preT7_5_01_08_19_09_48_13","4","1","8",35.4,2.62872183507979,"PdaA1_MdiC1_PloB1"
"5","Alkalinity_preT7_5_01_08_19_09_55_14","5","1","8",35.4,2.60557965427573,"PdaB1_MdiA1_PloC1"
"6","Alkalinity_preT7_5_01_08_19_10_02_40","6","1","8",35.4,2.64273222807253,"PdaD1_MdiD1_PloD1"
"7","Alkalinity_preT7_5_01_08_19_10_10_46","7","1","8",35.4,2.62143679357472,"SpiA1_AmuD1_PcyB1"
"8","Alkalinity_preT7_5_01_08_19_10_18_47","8","1","8",35.4,2.60955224587043,"SpiB1_AmuB1_PcyC1"
"9","Alkalinity_preT7_5_01_08_19_10_25_20","9","1","8",35.4,2.62358571942415,"SpiD1_AmuA1_PcyA1"
"10","Alkalinity_preT7_5_01_08_19_10_32_18","10","1","8",35.4,2.66818332998797,"control"
"11","Alkalinity_preT7_5_01_08_19_11_22_32","1","2","8",35.4,2.59643169335595,"PveF3_AcyB3_PruD3"
"12","Alkalinity_preT7_5_01_08_19_11_29_50","2","2","8",35.4,2.60984932703558,"PveA2_AcyD2_PruE3"
"13","Alkalinity_preT7_5_01_08_19_11_38_05","3","2","8",35.4,2.59889632778634,"PveB3_AcyA2_PruA3"
"14","Alkalinity_preT7_5_01_08_19_11_44_47","4","2","8",35.4,2.61758914486462,"PdaA2_MdiC3_PloB2"
"15","Alkalinity_preT7_5_01_08_19_11_50_42","5","2","8",35.4,2.59691124891398,"PdaB2_MdiA3_PloC2"
"16","Alkalinity_preT7_5_01_08_19_11_58_56","6","2","8",35.4,2.61796287443179,"PdaD2_MdiD3_PloD2"
"17","Alkalinity_preT7_5_01_08_19_12_05_44","7","2","8",35.4,2.59607707117985,"SpiA2_AmuD2_PcyB2"
"18","Alkalinity_preT7_5_01_08_19_12_14_08","8","2","8",35.4,2.59468799640581,"SpiB2_AmuB2_PcyC3"
"19","Alkalinity_preT7_5_01_08_19_12_23_56","9","2","8",35.4,2.60008021222106,"SpiD2_AmuA2_PcyA2"
"20","Alkalinity_preT7_5_01_08_19_12_30_16","10","2","8",35.4,2.65030480909911,"control"
"21","Alkalinity_preT7_5_01_08_19_13_30_01","1","3","8",35.4,2.58665611363567,"PveF4_AcyB4_PruD4"
"22","Alkalinity_preT7_5_01_08_19_13_41_00","2","3","8",35.4,2.60341174497727,"PveA4_AcyD3_PruE4"
"23","Alkalinity_preT7_5_01_08_19_13_50_19","3","3","8",35.4,2.57901291610772,"PveB4_AcyA3_PruA4"
"24","Alkalinity_preT7_5_01_08_19_13_57_59","4","3","8",35.4,2.59195231029333,"PdaA4_MdiC4_PloB3"
"25","Alkalinity_preT7_5_01_08_19_14_04_34","5","3","8",35.4,2.56529966557179,"PdaB4_MdiA4_PloC3"
"26","Alkalinity_preT7_5_01_08_19_14_10_30","6","3","8",35.4,2.59825030765566,"PdaD4_MdiD4_PloD3"
"27","Alkalinity_preT7_5_01_08_19_14_17_37","7","3","8",35.4,2.57311486079813,"SpiA4_AmuD3_PcyB4"
"28","Alkalinity_preT7_5_01_08_19_14_25_05","8","3","8",35.4,2.5873286687514,"SpiB3_AmuB4_PcyC4"
"29","Alkalinity_preT7_5_01_08_19_14_31_39","9","3","8",35.4,2.57562455681052,"SpiD4_AmuA3_PcyA4"
"30","Alkalinity_preT7_5_01_08_19_14_38_58","10","3","8",35.4,2.64322108129864,"control"
"31","Alkalinity_preT7_5_02_08_19_09_36_53","1","1","9",35.5,2.6039306079182,"PveF1_MdiC1_PcyB1"
"32","Alkalinity_preT7_5_02_08_19_09_47_21","2","1","9",35.5,2.58306468184418,"PveA1_MdiA1_PcyC1"
"33","Alkalinity_preT7_5_02_08_19_09_55_10","3","1","9",35.5,2.58728652717854,"PveB1_MdiD1_PcyA1"
"34","Alkalinity_preT7_5_02_08_19_10_02_15","4","1","9",35.5,2.65946710031789,"PdaA1_AmuD1_PruD1"
"35","Alkalinity_preT7_5_02_08_19_10_15_12","5","1","9",35.5,2.63824538058977,"PdaB1_AmuB1_PruE2"
"36","Alkalinity_preT7_5_02_08_19_10_22_33","6","1","9",35.5,2.65603823828055,"PdaD1_AmuA1_PruA1"
"37","Alkalinity_preT7_5_02_08_19_10_29_17","7","1","9",35.5,2.63038029840708,"SpiA1_AcyB1_PloB1"
"38","Alkalinity_preT7_5_02_08_19_10_36_11","8","1","9",35.5,2.60587849660759,"SpiB1_AcyD1_PloC1"
"39","Alkalinity_preT7_5_02_08_19_10_45_42","9","1","9",35.5,2.63718893471542,"SpiD1_AcyA1_PloD1"
"40","Alkalinity_preT7_5_02_08_19_10_53_09","10","1","9",35.5,2.67005469507247,"control"
"41","Alkalinity_preT7_5_02_08_19_11_58_31","1","2","9",35.5,2.59183702647993,"PveF3_MdiC3_PcyB2"
"42","Alkalinity_preT7_5_02_08_19_12_07_13","2","2","9",35.5,2.59157296099073,"PveA2_MdiA3_PcyC3"
